3,0.10254110612855008,-0.33985951277835896,0.5282505105513959,0.0,0.0,1,-0.4666666666666667,0.0,-0.28575538396130196,0.12421064719696782,-0.08387425363452224,-0.12039407777111909
4,-0.3831838565022421,-0.5047825437154386,0.04901293396868611,0.0,1.0,0,-0.2,0.0,-1.2414165200903977,0.2814872103178792,0.6149734711650781,0.08326187122929575
5,-1.0150971599402092,-0.8595127783589896,-0.4438393464942135,0.0,-1.0,0,0.7333333333333333,0.20048701298701294,-0.4280280158733232,-0.3667423740488157,1.0743931379219187,0.26977310231955764
6,-0.162406576980568,-0.25571663428486024,0.14023144996596343,0.0,1.0,0,1.4666666666666666,0.42613636363636365,1.4299001729309042,1.4569734825786143,0.39140864112820856,0.9801290755437752
9,0.8898355754857997,0.7153639216858466,0.4948944860449293,0.0,1.0,0,-0.5333333333333333,0.0,-1.0735787894506057,1.6984413792189412,0.30453005666183974,0.3608792639801292
10,-1.4452167414050823,-0.08750560454341653,-1.8209666439754932,0.0,0.0,1,0.26666666666666666,0.42613636363636365,-0.00602922033787235,-0.5613842936150573,-0.7809692583405893,-0.05803982416085117
11,-0.14798206278026907,-0.5856374234045733,0.5282505105513959,1.0,2.0,0,0.13333333333333333,0.0,1.2030070667559933,0.03190700124549521,-0.8229070663388239,-0.030536405285274886
13,1.0763079222720477,1.4664474667463758,0.15724982981620167,0.0,0.0,0,0.6666666666666666,1.109577922077922,0.5997973082993772,-0.48335966994586554,-0.9850104407767709,-0.035976114337700586
14,0.5440956651718983,0.1578239426094754,0.527569775357386,1.0,0.0,0,-0.6,0.0,-0.8078211204077369,-0.006594978518185259,0.7453633576507065,0.6198179112083513
15,-0.525186846038864,-0.46988492004184723,-0.15793056501021058,0.0,-1.0,0,0.7333333333333333,0.7443181818181818,0.26479844634798977,0.27894778127913744,0.4555763825579737,0.8179279889069682
16,0.17615844544095666,0.7011657450306382,-0.25459496255956404,0.0,0.0,0,0.13333333333333333,0.9275568181818181,1.5300811335770776,-0.40754268930942295,0.007915041841792548,-0.030077222940879077
20,1.8068011958146488,2.7040801076072336,-0.20353982300884924,0.0,2.0,1,-0.06666666666666667,0.0,0.42700567198138106,-0.44592398388197046,-1.059976124725143,-0.03411037525795336
22,-0.5700298953662183,-0.15969212374831865,-0.5051055139550716,0.0,1.0,0,-0.5333333333333333,0.0,1.345074283833479,0.1606430739191642,-0.8763941690383033,-0.011426999286342509
23,0.9934977578475336,1.5299656254670453,-0.11708645336963915,1.0,0.0,0,-0.6666666666666666,0.0,0.25996557950750443,-0.7201517138483323,-0.14031675796783946,1.1053537914474127
24,0.19573991031390134,0.046779255716634285,0.4955752212389382,1.0,2.0,0,0.8,1.171875,0.8082288062351628,-0.3612771861643585,0.3252196630869177,-0.13357400394706967
25,0.8988041853512706,0.8036167986848005,0.4955752212389382,0.0,0.0,0,0.0,0.0,-0.3328226496679154,0.4963621478207831,0.06835723321108293,-0.0970264839166437
26,-0.34581464872944695,-0.04520998356000598,-0.41524846834581314,0.0,-1.0,0,-0.26666666666666666,0.0,-0.7756894965168176,-0.22891989182403102,-0.33860683184805024,-0.03801889884123536
27,-0.6114349775784753,-0.7005679270662083,-0.056501021102790906,1.0,-1.0,1,0.5333333333333333,0.0,-0.10639581656903037,-0.7126018256529701,-0.7213117115031161,0.962732683327718
28,-0.050298953662182365,-0.5613510685996114,0.6494213750850925,1.0,0.0,1,-0.2,1.0085227272727273,-0.29444112915075565,-0.5246557308299307,0.32900714252334984,-0.06463075876075468
32,3.2109865470852017,5.5717381557315795,-0.6038121170864528,1.0,-1.0,1,1.5333333333333334,0.9857954545454545,-0.02755613014305271,1.2653619421214408,0.2839116168598618,-0.07833930395257532
33,-0.42055306427503736,0.9102525780899716,-1.2423417290673926,0.0,0.0,0,0.06666666666666667,0.0,-2.5117895788568294,1.071315936783244,0.6496220377106675,0.9704056218673108
34,-2.4964125560538117,-2.337692422657301,-1.4765146358066712,0.0,2.0,0,1.3333333333333333,1.0795454545454546,-1.5302052009278069,0.7304618337125384,0.04600491082242644,-0.10011621264043165
35,-1.531539611360239,-1.4465700194290838,-0.7665078284547306,0.0,0.0,0,0.13333333333333333,0.0,-1.0457700225198174,-0.7875719410302091,0.44851280456605097,-0.1530115911216192
36,-0.6174140508221225,-1.2770886265132266,0.8155207624234176,0.0,-1.0,0,0.5333333333333333,0.0,-0.3514684925900986,1.084609474626087,0.21878642317819122,-0.06729928073628222
37,-0.7347533632286996,0.26991481094006875,-1.0551395507147716,0.0,1.0,0,0.2,0.02414772727272727,-0.2797153600379491,0.2556927524156191,-1.1125549495257845,-0.011234126013175305
